IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,EST,Estonia,Year,2022,true,,,,,,,,,,,,,96.60,,,,,,96.6,,Estonian Medical Birth Registry (EMBR) 2023,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,URY,Uruguay,Year,2022,true,,,,,,,,,,,,,97.20,,,,,,97.2,,PLISA Health Information Platform; 2024.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2022,true,,,,,,,,,,,,,98.10,,,,,,98.1,,The National Health and Morbidity Survey 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2020-2022,true,,,,,,,,,,,,,40.50,,,,,,40.5,,DHS 2022 (Key Indicator Report).,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,COM,Comoros,Year,2020-2022,true,,,,,,,,,,,,,64.30,,,,,,64.3,,MICS 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,CMR,Cameroon,Year,2020-2022,true,,,,,,,,,,,,,64.60,,,,,,64.6,,MIS 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2020-2022,true,,,,,,,,,,,,,65.10,,,,,,65.1,,DHS-MIS 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,KEN,Kenya,Year,2020-2022,true,,,,,,,,,,,,,66.00,,,,,,66,,DHS 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2020-2022,true,,,,,,,,,,,,,80.50,,,,,,80.5,,DHS 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2020-2022,true,,,,,,,,,,,,,83.00,,,,,,83,,DHS 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,LBR,Liberia,Year,2020-2022,true,,,,,,,,,,,,,83.80,,,,,,83.8,,MIS 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,GHA,Ghana,Year,2020-2022,true,,,,,,,,,,,,,87.80,,,,,,87.8,,DHS 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2020-2022,true,,,,,,,,,,,,,88.30,,,,,,88.3,,MICS 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2020-2022,true,,,,,,,,,,,,,93.80,,,,,,93.8,,MICS 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,BEN,Benin,Year,2019-2022,true,,,,,,,,,,,,,52.60,,,,,,52.6,,MICS 2021-2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,SWZ,Eswatini,Year,2019-2022,true,,,,,,,,,,,,,73.60,,,,,,73.6,,MICS 2021-2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019-2022,true,,,,,,,,,,,,,86.10,,,,,,86.1,,DHS 2021-2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,UZB,Uzbekistan,Year,2019-2022,true,,,,,,,,,,,,,89.50,,,,,,89.5,,MICS 2021-2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,PER,Peru,Year,2017-2022,true,,,,,,,,,,,,,94.70,,,,,,94.7,,ENDES 2022 main report.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,WPR,Western Pacific,Country,NRU,Nauru,Year,2021,true,,,,,,,,,,,,,53.80,,,,,,53.8,,"Nauru Ministry of Health and Medical Services, 2023.",EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,GRD,Grenada,Year,2021,true,,,,,,,,,,,,,69.00,,,,,,69,,PLISA Health Information Platform; 2024.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,PRY,Paraguay,Year,2021,true,,,,,,,,,,,,,79.60,,,,,,79.6,,PLISA Health Information Platform; 2024.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,COL,Colombia,Year,2021,true,,,,,,,,,,,,,81.60,,,,,,81.6,,PLISA Health Information Platform; 2024.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,GEO,Georgia,Year,2021,true,,,,,,,,,,,,,86.70,,,,,,86.7,,"Health Care, Statistical Yearbook 2021.",EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,CZE,Czechia,Year,2021,true,,,,,,,,,,,,,90.30,,,,,,90.3,,"3 or more visits. Ústav zdravotnických informací a statistiky ČR, [Czech Republic]; 2023.",EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,ITA,Italy,Year,2021,true,,,,,,,,,,,,,91.00,,,,,,91,,Certificato di assistenza al parto (CeDAP). Analisi dell’evento nascita - Anno 2021,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,MLT,Malta,Year,2021,true,,,,,,,,,,,,,93.80,,,,,,93.8,,"Sent via the 2023 UHC CC. National Hospitals Information System of the Directorate for Health Information & Research, Malta, 2023.",EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,WPR,Western Pacific,Country,AUS,Australia,Year,2021,true,,,,,,,,,,,,,94.30,,,,,,94.3,,5 or more visits. Australian Institute of Health and Welfare (AIHW); 2023.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,USA,United States of America,Year,2021,true,,,,,,,,,,,,,95.40,,,,,,95.4,,PLISA Health Information Platform; 2024.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,SVK,Slovakia,Year,2021,true,,,,,,,,,,,,,96.90,,,,,,96.9,,"National Health Information Center, Slovak Republic, 2023",EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,LUX,Luxembourg,Year,2021,true,,,,,,,,,,,,,97.60,,,,,,97.6,,"calculated by LUX for 2023 UHC Country consultation for 4+ visits. Ministère de la Santé [Luxembourg], Luxembourg Institute of Health; 2023.",EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,FIN,Finland,Year,2021,true,,,,,,,,,,,,,98.40,,,,,,98.4,,National Institute for Health and Welfare (THL) [Finland]; 2023.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2021,true,,,,,,,,,,,,,98.60,,,,,,98.6,,EMRO Core Indicators report 2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,NER,Niger,Year,2019-2021,true,,,,,,,,,,,,,43.20,,,,,,43.2,,MIS 2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,MLI,Mali,Year,2019-2021,true,,,,,,,,,,,,,44.70,,,,,,44.7,,MIS 2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,NGA,Nigeria,Year,2019-2021,true,,,,,,,,,,DATASOURCE_ANC4NGA2019NMEP,ANC4NGA2019NMEP,,51.50,,,,,,51.5,,MIS 2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2019-2021,true,,,,,,,,,,,,,56.30,,,,,,56.3,,DHS 2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,GIN,Guinea,Year,2019-2021,true,,,,,,,,,,,,,58.30,,,,,,58.3,,MIS 2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,NGA,Nigeria,Year,2019-2021,true,,,,,,,,,,DATASOURCE_ANC4NGA2019NBS,ANC4NGA2019NBS,,60.40,,,,,,60.4,,MICS 2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2019-2021,true,,,,,,,,,,,,,72.10,,,,,,72.1,,DHS 2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,SLV,El Salvador,Year,2019-2021,true,,,,,,,,,,,,,87.20,,,,,,87.2,,ENS 2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2019-2021,true,,,,,,,,,,,,,88.70,,,,,,88.7,,MICS 2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2018-2021,true,,,,,,,,,,,,,88.20,,,,,,88.2,,MICS 2020-2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,SEAR,South-East Asia,Country,IND,India,Year,2017-2021,true,,,,,,,,,,,,,58.50,,,,,,58.5,,DHS NFHS-4 2019-21.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,NER,Niger,Year,2016-2021,true,,,,,,,,,,,,,37.30,,,,,,37.3,,ENAFEME 2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016-2021,true,,,,,,,,,,,,,89.90,,,,,,89.9,,EFHS 2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,MDG,Madagascar,Year,2015-2021,true,,,,,,,,,,,,,59.90,,,,,,59.9,,DHS 2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,MRT,Mauritania,Year,2014-2021,true,,,,,,,,,,,,,38.50,,,,,,38.5,,DHS 2019-21,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,GAB,Gabon,Year,2014-2021,true,,,,,,,,,,,,,77.80,,,,,,77.8,,DHS 2019-2021.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2020,true,,,,,,,,,,,,,56.00,,,,,,56,,Rapport annuel 2020 du secteur de la sante.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2020,true,,,,,,,,,,,,,65.40,,,,,,65.4,,DHIS data.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2020,true,,,,,,,,,,,,,81.10,,,,,,81.1,,National Maternity Collection 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,PAN,Panama,Year,2020,true,,,,,,,,,,,,,88.20,,,,,,88.2,,Public sector only. WHO/PAHO; 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,BRB,Barbados,Year,2020,true,,,,,,,,,,,,,90.00,,,,,,90,,WHO/PAHO; 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,DMA,Dominica,Year,2020,true,,,,,,,,,,,,,95.00,,,,,,95,,WHO/PAHO; 2022.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,PRI,Puerto Rico,Year,2020,true,,,,,,,,,,,,,97.80,,,,,,97.8,,PLISA Health Information Platform; 2024.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,SYC,Seychelles,Year,2020,true,,,,,,,,,,,,,99.00,,,,,,99,,It covers all women in the country as the information is gathered from all the birthing centres across the country. There is no private birthing centres in Seychelles. It was label as Maternity Ward Data as the person collating the data is the Head of the Maternity Ward in the country. Annual Health Sector Performance Report 2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,MWI,Malawi,Year,2017-2020,true,,,,,,,,,,,,,50.50,,,,,,50.5,,MICS 2019-2020.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2017-2020,true,,,,,,,,,,,,,60.30,,,,,,60.3,,MICS 2019-2020.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2017-2020,true,,,,,,,,,,,,,69.80,,,,,,69.8,,MICS 2019-2020.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,ARG,Argentina,Year,2017-2020,true,,,,,,,,,,,,,90.40,,,,,,90.4,,MICS 2019-2020,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EMR,Eastern Mediterranean,Country,PSE,"occupied Palestinian territory, including east Jerusalem",Year,2017-2020,true,,,,,,,,,,,,,94.80,,,,,,94.8,,MICS 2019-2020.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,UGA,Uganda,Year,2015-2020,true,,,,,,,,,,,,,56.70,,,,,,56.7,,MIS 2020.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,RWA,Rwanda,Year,2014-2020,true,,,,,,,,,,,,,47.20,,,,,,47.2,,DHS 2019-2020.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,GMB,Gambia,Year,2014-2020,true,,,,,,,,,,,,,78.50,,,,,,78.5,,DHS 2019-2020.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2019,true,,,,,,,,,,,,,73.90,,,,,,73.9,,Ministry of Health [Oman]; 2020.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,POL,Poland,Year,2019,true,,,,,,,,,,,,,79.24,,,,,,79.23633899,,MoH 2021,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,BHS,Bahamas,Year,2019,true,,,,,,,,,,,,,81.20,,,,,,81.2,,PLISA Health Information Platform; 2024.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2019,true,,,,,,,,,,,,,97.40,,,,,,97.4,,Government administrative databases for outpatient and birth records - Singapore; 2023.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2018-2019,true,,,,,,,,,,,,,51.70,,,,,,51.7,,Simple Spatial Survey Method (S3M II) Report 2020.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,ETH,Ethiopia,Year,2017-2019,true,,,,,,,,,,,,,43.00,,,,,,43,,DHS 2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2017-2019,true,,,,,,,,,,,,,71.50,,,,,,71.5,,MICS 2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,CUB,Cuba,Year,2017-2019,true,,,,,,,,,,,,,79.30,,,,,,79.3,,MICS 2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,HND,Honduras,Year,2017-2019,true,,,,,,,,,,,,,88.30,,,,,,88.3,,MICS 2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,WPR,Western Pacific,Country,TON,Tonga,Year,2017-2019,true,,,,,,,,,,,,,88.50,,,,,,88.5,,MICS 2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2017-2019,true,,,,,,,,,,,,,89.00,,,,,,89,,MICS 2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,DOM,Dominican Republic,Year,2017-2019,true,,,,,,,,,,,,,92.60,,,,,,92.6,,MICS 2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,SRB,Serbia,Year,2017-2019,true,,,,,,,,,,,,,96.60,,,,,,96.6,,MICS 2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,TKM,Turkmenistan,Year,2017-2019,true,,,,,,,,,,,,,97.60,,,,,,97.6,,MICS 2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,BLR,Belarus,Year,2017-2019,true,,,,,,,,,,,,,99.90,,,,,,99.9,,MICS 2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,CAF,Central African Republic,Year,2016-2019,true,,,,,,,,,,,,,41.40,,,,,,41.4,,MICS 2018-2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016-2019,true,,,,,,,,,,,,,52.40,,,,,,52.4,,Maternal Mortality Survey 2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2016-2019,true,,,,,,,,,,,,,67.00,,,,,,67,,MICS 2018-2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,DZA,Algeria,Year,2016-2019,true,,,,,,,,,,,,,69.80,,,,,,69.8,,MICS 2018-2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016-2019,true,,,,,,,,,,,,,80.70,,,,,,80.7,,MICS 2018-2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,MKD,North Macedonia,Year,2016-2019,true,,,,,,,,,,,,,95.70,,,,,,95.7,,MICS 2018-2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,ZMB,Zambia,Year,2014-2019,true,,,,,,,,,,,,,63.50,,,,,,63.5,,DHS 2018.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2014-2019,true,,,,,,,,,,,,,78.80,,,,,,78.8,,DHS 2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2013-2019,true,,,,,,,,,,,,,24.40,,,,,,24.4,,Health and Demographic Survey 2020.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,TUR,Türkiye,Year,2013-2019,true,,,,,,,,,,,,,89.70,,,,,,89.7,,DHS 2018.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2018,true,,,,,,,,,,,,,85.20,,,,,,85.2,,WHO/PAHO; 2019.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,ISL,Iceland,Year,2018,true,,,,,,,,,,,,,98.70,,,,,,98.7,,Icelandic Medical Birth Registry 2018,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2018,true,,,,,,,,,,,,,99.80,,,,,,99.8,,6 or more visits. Mean number of visits: 13.5 Korea Institute for Health and Social Affairs; 2018.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EUR,Europe,Country,LVA,Latvia,Year,2018,true,,,,,,,,,,,,,,,,,,,see note,,"Mean number of visits to a gynaecologist: 9.1 Statistical Yearbook of Health Care in Latvia 20th edition, 2018.",EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,SUR,Suriname,Year,2016-2018,true,,,,,,,,,,,,,67.50,,,,,,67.5,,MICS 2018.,EN,2024-05-13 00:00:00
WHS4_154,Antenatal care coverage - at least four visits (%),text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016-2018,true,,,,,,,,,,,,,67.90,,,,,,67.9,,MICS 2018.,EN,2024-05-13 00:00:00
